station_id,station_name,timestamp,latitude,longitude,elevation_m,temperature_c,pressure_hpa,relative_humidity_pct,pressure_type,is_injected,scenario_id,scenario_type,target_class,fault_type,injection_magnitude,missing_t,missing_p,missing_rh
INI0000VIJO,JODHPUR,2023-01-17 18:00:00,26.2511,73.0489,218.5,10.2,1018.6,49.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-17 18:00:00,30.3167,78.0333,682.0,10.0,1017.4,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-17 21:00:00,28.5845,77.2058,214.9,7.6,1019.4,94.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-17 21:00:00,26.2511,73.0489,218.5,8.6,1018.2,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-17 21:00:00,,,,,,,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,True,True,True
INI0000VIDD,SAFDARJUNG,2023-01-18 00:00:00,28.5845,77.2058,214.9,5.7,1019.2,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 00:00:00,26.2511,73.0489,218.5,8.8,1017.9,46.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 00:00:00,30.3167,78.0333,682.0,5.6,1018.3,99.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 03:00:00,28.5845,77.2058,214.9,5.2,1021.2,94.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 03:00:00,26.2511,73.0489,218.5,9.2,1020.0,54.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 03:00:00,30.3167,78.0333,682.0,6.2,1019.5,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 06:00:00,28.5845,77.2058,214.9,16.4,1021.4,40.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 06:00:00,26.2511,73.0489,218.5,19.4,1020.2,32.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 06:00:00,30.3167,78.0333,682.0,15.7,1018.9,63.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 09:00:00,28.5845,77.2058,214.9,18.6,1018.1,35.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 09:00:00,26.2511,73.0489,218.5,23.8,1016.2,20.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 09:00:00,30.3167,78.0333,682.0,18.6,1014.8,50.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 12:00:00,28.5845,77.2058,214.9,17.0,1016.6,43.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 12:00:00,26.2511,73.0489,218.5,22.6,1014.9,24.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 12:00:00,30.3167,78.0333,682.0,16.0,1014.7,61.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 15:00:00,28.5845,77.2058,214.9,9.0,1018.5,79.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 15:00:00,26.2511,73.0489,218.5,14.2,1017.5,45.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 15:00:00,30.3167,78.0333,682.0,10.2,1018.2,91.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 18:00:00,28.5845,77.2058,214.9,7.6,1019.4,86.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 18:00:00,26.2511,73.0489,218.5,13.8,1018.5,39.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 18:00:00,30.3167,78.0333,682.0,9.0,1018.4,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-18 21:00:00,28.5845,77.2058,214.9,6.4,1018.7,91.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-18 21:00:00,26.2511,73.0489,218.5,13.4,1017.8,36.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-18 21:00:00,30.3167,78.0333,682.0,10.0,1018.7,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 00:00:00,28.5845,77.2058,214.9,9.5,1018.9,81.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 00:00:00,26.2511,73.0489,218.5,11.0,1017.6,52.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 00:00:00,30.3167,78.0333,682.0,10.0,1017.6,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 03:00:00,28.5845,77.2058,214.9,10.0,1020.3,82.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 03:00:00,26.2511,73.0489,218.5,10.6,1019.8,50.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 03:00:00,30.3167,78.0333,682.0,9.6,1019.2,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 06:00:00,28.5845,77.2058,214.9,19.5,1020.8,37.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 06:00:00,26.2511,73.0489,218.5,19.8,1019.2,35.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 06:00:00,30.3167,78.0333,682.0,15.0,1019.0,70.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 09:00:00,28.5845,77.2058,214.9,21.6,1017.2,36.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 09:00:00,26.2511,73.0489,218.5,24.6,1014.3,28.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 09:00:00,30.3167,78.0333,682.0,15.6,1017.2,69.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 12:00:00,28.5845,77.2058,214.9,20.5,1017.1,43.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 12:00:00,26.2511,73.0489,218.5,23.4,1013.9,33.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 12:00:00,30.3167,78.0333,682.0,15.5,1016.3,71.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 15:00:00,28.5845,77.2058,214.9,14.8,1018.1,72.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 15:00:00,26.2511,73.0489,218.5,17.4,1015.6,46.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 15:00:00,30.3167,78.0333,682.0,11.4,1017.3,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 18:00:00,28.5845,77.2058,214.9,13.6,1018.2,77.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 18:00:00,26.2511,73.0489,218.5,15.4,1016.4,49.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 18:00:00,30.3167,78.0333,682.0,11.5,1018.4,93.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-19 21:00:00,28.5845,77.2058,214.9,12.8,1017.5,84.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-19 21:00:00,26.2511,73.0489,218.5,14.6,1016.5,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-19 21:00:00,30.3167,78.0333,682.0,11.4,1018.1,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 00:00:00,28.5845,77.2058,214.9,12.2,1016.8,81.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 00:00:00,26.2511,73.0489,218.5,13.2,1014.7,58.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 00:00:00,30.3167,78.0333,682.0,10.6,1018.1,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 03:00:00,28.5845,77.2058,214.9,11.6,1018.9,83.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 03:00:00,26.2511,73.0489,218.5,12.4,1016.8,59.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 03:00:00,30.3167,78.0333,682.0,11.0,1017.4,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 06:00:00,28.5845,77.2058,214.9,18.2,1018.6,59.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 06:00:00,26.2511,73.0489,218.5,18.8,1016.6,41.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 06:00:00,30.3167,78.0333,682.0,13.0,1018.0,89.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 09:00:00,28.5845,77.2058,214.9,22.8,1014.8,42.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 09:00:00,26.2511,73.0489,218.5,23.6,1013.5,35.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 09:00:00,30.3167,78.0333,682.0,17.0,1014.9,63.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 12:00:00,28.5845,77.2058,214.9,20.2,1014.5,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 12:00:00,26.2511,73.0489,218.5,22.8,1013.3,39.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 12:00:00,30.3167,78.0333,682.0,15.2,1014.7,81.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 15:00:00,28.5845,77.2058,214.9,15.4,1017.1,79.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 15:00:00,26.2511,73.0489,218.5,15.6,1015.8,61.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 15:00:00,30.3167,78.0333,682.0,12.2,1016.3,93.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 18:00:00,28.5845,77.2058,214.9,13.5,1018.1,83.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 18:00:00,26.2511,73.0489,218.5,16.6,1016.3,53.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 18:00:00,30.3167,78.0333,682.0,9.2,1017.9,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-20 21:00:00,28.5845,77.2058,214.9,12.0,1017.8,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-20 21:00:00,26.2511,73.0489,218.5,13.6,1016.4,53.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-20 21:00:00,30.3167,78.0333,682.0,7.8,1018.6,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 00:00:00,28.5845,77.2058,214.9,8.7,1017.3,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 00:00:00,26.2511,73.0489,218.5,11.6,1015.9,72.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 00:00:00,30.3167,78.0333,682.0,7.0,1017.9,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 03:00:00,28.5845,77.2058,214.9,8.6,1018.5,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 03:00:00,26.2511,73.0489,218.5,11.2,1017.3,71.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 03:00:00,30.3167,78.0333,682.0,8.0,1019.1,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 06:00:00,28.5845,77.2058,214.9,17.7,1017.8,71.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 06:00:00,26.2511,73.0489,218.5,18.4,1017.3,51.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 06:00:00,30.3167,78.0333,682.0,17.7,1016.0,60.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 09:00:00,28.5845,77.2058,214.9,23.0,1014.3,43.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 09:00:00,26.2511,73.0489,218.5,23.6,1013.8,40.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 09:00:00,30.3167,78.0333,682.0,22.0,1012.7,41.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 12:00:00,28.5845,77.2058,214.9,20.7,1014.5,55.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 12:00:00,26.2511,73.0489,218.5,23.4,1012.7,36.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 12:00:00,30.3167,78.0333,682.0,18.7,1012.3,65.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 15:00:00,28.5845,77.2058,214.9,16.2,1015.4,79.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 15:00:00,26.2511,73.0489,218.5,18.4,1014.7,52.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 15:00:00,30.3167,78.0333,682.0,11.8,1015.1,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 18:00:00,28.5845,77.2058,214.9,14.6,1016.1,87.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 18:00:00,26.2511,73.0489,218.5,16.2,1015.0,54.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 18:00:00,30.3167,78.0333,682.0,9.0,1016.7,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-21 21:00:00,28.5845,77.2058,214.9,13.5,1015.4,90.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-21 21:00:00,26.2511,73.0489,218.5,13.8,1014.9,57.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-21 21:00:00,30.3167,78.0333,682.0,8.6,1015.0,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 00:00:00,28.5845,77.2058,214.9,11.6,1015.1,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 00:00:00,26.2511,73.0489,218.5,12.0,1014.5,72.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 00:00:00,30.3167,78.0333,682.0,8.0,1014.8,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 03:00:00,28.5845,77.2058,214.9,10.2,1016.4,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 03:00:00,26.2511,73.0489,218.5,11.6,1016.4,88.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 03:00:00,30.3167,78.0333,682.0,8.6,1016.7,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 06:00:00,28.5845,77.2058,214.9,19.2,1017.2,65.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 06:00:00,26.2511,73.0489,218.5,16.2,1017.0,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 06:00:00,30.3167,78.0333,682.0,19.0,1013.9,53.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 09:00:00,28.5845,77.2058,214.9,23.2,1014.4,41.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 09:00:00,26.2511,73.0489,218.5,20.8,1014.1,51.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 09:00:00,30.3167,78.0333,682.0,22.0,1012.3,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 12:00:00,28.5845,77.2058,214.9,21.0,1014.4,51.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 12:00:00,26.2511,73.0489,218.5,20.6,1013.2,56.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 12:00:00,30.3167,78.0333,682.0,18.6,1012.3,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 15:00:00,28.5845,77.2058,214.9,16.0,1015.0,75.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 15:00:00,26.2511,73.0489,218.5,17.6,1014.9,63.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 15:00:00,30.3167,78.0333,682.0,11.4,1015.4,81.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 18:00:00,28.5845,77.2058,214.9,13.2,1016.4,82.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 18:00:00,26.2511,73.0489,218.5,15.8,1015.7,61.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 18:00:00,30.3167,78.0333,682.0,9.6,1016.6,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-22 21:00:00,28.5845,77.2058,214.9,11.2,1016.2,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-22 21:00:00,26.2511,73.0489,218.5,14.4,1015.5,62.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-22 21:00:00,30.3167,78.0333,682.0,8.4,1017.0,95.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 00:00:00,28.5845,77.2058,214.9,9.6,1016.3,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-23 00:00:00,26.2511,73.0489,218.5,12.6,1014.9,77.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-23 00:00:00,30.3167,78.0333,682.0,7.6,1017.0,97.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 03:00:00,28.5845,77.2058,214.9,9.4,1017.1,100.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-23 03:00:00,26.2511,73.0489,218.5,12.0,1016.5,83.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-23 03:00:00,30.3167,78.0333,682.0,8.6,1017.9,92.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 06:00:00,28.5845,77.2058,214.9,20.2,1016.7,56.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-23 06:00:00,26.2511,73.0489,218.5,17.0,1016.8,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-23 06:00:00,30.3167,78.0333,682.0,19.6,1016.7,55.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 09:00:00,28.5845,77.2058,214.9,25.0,1013.3,37.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-23 09:00:00,26.2511,73.0489,218.5,22.4,1012.9,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-23 09:00:00,30.3167,78.0333,682.0,23.6,1011.5,41.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 12:00:00,28.5845,77.2058,214.9,22.6,1012.4,48.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIJO,JODHPUR,2023-01-23 12:00:00,26.2511,73.0489,218.5,22.0,1011.9,45.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INM00042111,DEHRADUN,2023-01-23 12:00:00,30.3167,78.0333,682.0,20.2,1010.5,64.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
INI0000VIDD,SAFDARJUNG,2023-01-23 15:00:00,28.5845,77.2058,214.9,15.2,1013.0,79.0,sea_level_pressure,False,BASE_NORMAL,normal_observation,normal,none,0.0,False,False,False
